id,code,subvariant,fuel_type,cylinder,enginecreatedat,engine_discontinued
1806,330d,Luxury Line Steptronic,Dizelis,6,15-Mar,15-Jun
1807,330d,M Sportpaket Steptronic,Dizelis,6,12-Jul,15-Jan
1808,330d,M Sportpaket Steptronic,Dizelis,6,15-Mar,15-Jun
1809,330d BluePerformance,Steptronic,Dizelis,6,13-Mar,15-Jan
1810,330d BluePerformance,Modern Line Steptronic,Dizelis,6,13-Mar,15-Jan
1811,330d BluePerformance,Sport Line Steptronic,Dizelis,6,13-Mar,15-Jan
1812,330d BluePerformance,Luxury Line Steptronic,Dizelis,6,13-Mar,15-Jan
1813,330d BluePerformance,M Sportpaket Steptronic,Dizelis,6,13-Mar,15-Jan
1814,330d,xDrive Steptronic,Dizelis,6,13-Mar,15-Jan
1815,330d,xDrive Steptronic,Dizelis,6,15-Mar,15-Jun
1816,330d,Modern Line xDrive Steptronic,Dizelis,6,13-Mar,15-Jan
1817,330d,Sport Line xDrive Steptronic,Dizelis,6,13-Mar,15-Jan
1818,330d,Sport Line xDrive Steptronic,Dizelis,6,15-Mar,15-Jun
1819,330d,Luxury Line xDrive Steptronic,Dizelis,6,13-Mar,15-Jan
1820,330d,Luxury Line xDrive Steptronic,Dizelis,6,15-Mar,15-Jun
1821,330d,M Sportpaket xDrive Steptronic,Dizelis,6,13-Mar,15-Jan
1822,330d,M Sportpaket xDrive Steptronic,Dizelis,6,15-Mar,15-Jun
1823,330d BluePerformance,xDrive Steptronic,Dizelis,6,13-Mar,15-Jan
1824,330d BluePerformance,Modern Line xDrive Steptronic,Dizelis,6,13-Mar,15-Jan
1825,330d BluePerformance,Sport Line xDrive Steptronic,Dizelis,6,13-Mar,15-Jan
1826,330d BluePerformance,Luxury Line xDrive Steptronic,Dizelis,6,13-Mar,15-Jan
1827,330d BluePerformance,M Sportpaket xDrive Steptronic,Dizelis,6,13-Mar,15-Jan
1828,335d,xDrive Steptronic,Dizelis,6,13-Jul,15-Jun
1829,335d,Modern Line xDrive Steptronic,Dizelis,6,13-Jul,15-Jan
1830,335d,Sport Line xDrive Steptronic,Dizelis,6,13-Jul,15-Jun
1831,335d,Luxury Line xDrive Steptronic,Dizelis,6,13-Jul,15-Jun
1832,335d,M Sportpaket xDrive Steptronic,Benzins,6,13-Jul,15-Jun
1833,M3,Nav,Benzins,6,14-Jun,15-Jun
1834,M3,M Divsaj?gu p?rnesumk?rba,Benzins,6,14-Jun,15-Jun
1835,316i Touring,Nav,Benzins,4,13-Mar,15-Jun
1836,316i Touring,Steptronic,Benzins,4,13-Mar,15-Jun
1837,316i Touring,Modern Line,Benzins,4,13-Mar,15-Jan
1838,316i Touring,Modern Line Steptronic,Benzins,4,13-Mar,15-Jan
1839,316i Touring,Sport Line,Benzins,4,13-Mar,15-Jun
1840,316i Touring,Sport Line Steptronic,Benzins,4,13-Mar,15-Jun
1841,316i Touring,Luxury Line,Benzins,4,13-Mar,15-Jun
1842,316i Touring,Luxury Line Steptronic,Benzins,4,13-Mar,15-Jun
1843,316i Touring,M Sportpaket,Benzins,4,13-Mar,15-Jun
1844,316i Touring,M Sportpaket Steptronic,Benzins,4,13-Mar,15-Jun
1845,320i Touring,Nav,Benzins,4,12-Nov,15-Jun
1846,320i Touring,Steptronic,Benzins,4,12-Nov,15-Jun
1847,320i Touring,Modern Line,Benzins,4,12-Nov,15-Jan
1848,320i Touring,Modern Line Steptronic,Benzins,4,12-Nov,15-Jan
1849,320i Touring,Sport Line,Benzins,4,12-Nov,15-Jun
1850,320i Touring,Sport Line Steptronic,Benzins,4,12-Nov,15-Jun
1851,320i Touring,Luxury Line,Benzins,4,12-Nov,15-Jun
1852,320i Touring,Luxury Line Steptronic,Benzins,4,12-Nov,15-Jun
1853,320i Touring,M Sportpaket,Benzins,4,12-Nov,15-Jun
1854,320i Touring,M Sportpaket Steptronic,Benzins,4,12-Nov,15-Jun
1855,320i Touring,xDrive,Benzins,4,13-Mar,15-Jun
1856,320i Touring,xDrive Steptronic,Benzins,4,13-Mar,15-Jun
1857,320i Touring,Modern Line xDrive,Benzins,4,13-Mar,15-Jan
1858,320i Touring,Modern Line xDrive Steptronic,Benzins,4,13-Mar,15-Jan
1859,320i Touring,Sport Line xDrive,Benzins,4,13-Mar,15-Jun
1860,320i Touring,Sport Line xDrive Steptronic,Benzins,4,13-Mar,15-Jun
1861,320i Touring,Luxury Line xDrive,Benzins,4,13-Mar,15-Jun
1862,320i Touring,Luxury Line xDrive Steptronic,Benzins,4,13-Mar,15-Jun
1863,320i Touring,M Sportpaket xDrive,Benzins,4,13-Mar,15-Jun
1864,320i Touring,M Sportpaket xDrive Steptronic,Benzins,4,13-Mar,15-Jun
1865,328i Touring,Nav,Benzins,4,12-Sep,12-Nov
1866,328i Touring,Nav,Benzins,4,12-Nov,15-Jun
1867,328i Touring,Automatiska parnesumkarba,Benzins,4,12-Sep,12-Nov
1868,328i Touring,Steptronic,Benzins,4,12-Nov,15-Jun
1869,328i Touring,Modern Line,Benzins,4,12-Sep,12-Nov
1870,328i Touring,Modern Line,Benzins,4,12-Nov,15-Jan
1871,328i Touring,Modern Line Automatiska parnesumkarba,Benzins,4,12-Sep,12-Nov
1872,328i Touring,Modern Line Steptronic,Benzins,4,12-Nov,15-Jan
1873,328i Touring,Sport Line,Benzins,4,12-Sep,12-Nov
1874,328i Touring,Sport Line,Benzins,4,12-Nov,15-Jun
1875,328i Touring,Sport Line Automatiska parnesumkarba,Benzins,4,12-Sep,12-Nov
1876,328i Touring,Sport Line Steptronic,Benzins,4,12-Nov,15-Jun
1877,328i Touring,Luxury Line,Benzins,4,12-Sep,12-Nov
1878,328i Touring,Luxury Line,Benzins,4,12-Nov,15-Jun
1879,328i Touring,Luxury Line Automatiska parnesumkarba,Benzins,4,12-Sep,12-Nov
1880,328i Touring,Luxury Line Steptronic,Benzins,4,12-Nov,15-Jun
1881,328i Touring,M Sportpaket,Benzins,4,12-Sep,12-Nov
1882,328i Touring,M Sportpaket,Benzins,4,12-Nov,15-Jun
1883,328i Touring,M Sportpaket Automatiska parnesumkarba,Benzins,4,12-Sep,12-Nov
1884,328i Touring,M Sportpaket Steptronic,Benzins,4,12-Nov,15-Jun
1885,328i Touring,xDrive,Benzins,4,13-Mar,15-Jun
1886,328i Touring,xDrive Steptronic,Benzins,4,13-Mar,15-Jun
1887,328i Touring,Modern Line xDrive,Benzins,4,13-Mar,15-Jan
1888,328i Touring,Modern Line xDrive Steptronic,Benzins,4,13-Mar,15-Jan
1889,328i Touring,Sport Line xDrive,Benzins,4,13-Mar,15-Jun
1890,328i Touring,Sport Line xDrive Steptronic,Benzins,4,13-Mar,15-Jun
1891,328i Touring,Luxury Line xDrive,Benzins,4,13-Mar,15-Jun
1892,328i Touring,Luxury Line xDrive Steptronic,Benzins,4,13-Mar,15-Jun
1893,328i Touring,M Sportpaket xDrive,Benzins,4,13-Mar,15-Jun
1894,328i Touring,M Sportpaket xDrive Steptronic,Benzins,4,13-Mar,15-Jun
1895,335i Touring,Nav,Benzins,6,13-Mar,13-Jul
1896,335i Touring,Nav,Benzins,6,13-Jul,15-Jun
1897,335i Touring,Automatiska parnesumkarba,Benzins,6,13-Mar,13-Jul
1898,335i Touring,Steptronic,Benzins,6,13-Jul,15-Jun
1899,335i Touring,Modern Line,Benzins,6,13-Mar,13-Jul
1900,335i Touring,Modern Line,Benzins,6,13-Jul,15-Jan
1901,335i Touring,Modern Line Automatiska parnesumkarba,Benzins,6,13-Mar,13-Jul
1902,335i Touring,Modern Line Steptronic,Benzins,6,13-Jul,15-Jan
1903,335i Touring,Sport Line,Benzins,6,13-Mar,13-Jul
1904,335i Touring,Sport Line,Benzins,6,13-Jul,15-Jun
1905,335i Touring,Sport Line Automatiska parnesumkarba,Benzins,6,13-Mar,13-Jul
1906,335i Touring,Sport Line Steptronic,Benzins,6,13-Jul,15-Jun
1907,335i Touring,Luxury Line,Benzins,6,13-Mar,13-Jul
1908,335i Touring,Luxury Line,Benzins,6,13-Jul,15-Jun
1909,335i Touring,Luxury Line Automatiska parnesumkarba,Benzins,6,13-Mar,13-Jul
1910,335i Touring,Luxury Line Steptronic,Benzins,6,13-Jul,15-Jun
1911,335i Touring,M Sportpaket,Benzins,6,13-Mar,13-Jul
1912,335i Touring,M Sportpaket,Benzins,6,13-Jul,15-Jun
1913,335i Touring,M Sportpaket Automatiska parnesumkarba,Benzins,6,13-Mar,13-Jul
1914,335i Touring,M Sportpaket Steptronic,Benzins,6,13-Jul,15-Jun
1915,335i Touring,xDrive Automatiska parnesumkarba,Benzins,6,13-Mar,13-Jul
1916,335i Touring,xDrive Steptronic,Benzins,6,13-Jul,15-Jun
1917,335i Touring,Modern Line xDrive Automatiska parnesumkarba,Benzins,6,13-Mar,13-Jul
1918,335i Touring,Modern Line xDrive Steptronic,Benzins,6,13-Jul,15-Jan
1919,335i Touring,Sport Line xDrive Automatiska parnesumkarba,Benzins,6,13-Mar,13-Jul
1920,335i Touring,Sport Line xDrive Steptronic,Benzins,6,13-Jul,15-Jun
1921,335i Touring,Luxury Line xDrive Automatiska parnesumkarba,Benzins,6,13-Mar,13-Jul
1922,335i Touring,Luxury Line xDrive Steptronic,Benzins,6,13-Jul,15-Jun
1923,335i Touring,M Sportpaket xDrive Automatiska parnesumkarba,Benzins,6,13-Mar,13-Jul
1924,335i Touring,M Sportpaket xDrive Steptronic,Dizelis,6,13-Jul,15-Jun
1925,316d Touring,Nav,Dizelis,4,12-Nov,15-Jan
1926,316d Touring,Nav,Dizelis,4,15-Mar,15-Jun
1927,316d Touring,Steptronic,Dizelis,4,12-Nov,15-Jan
1928,316d Touring,Steptronic,Dizelis,4,15-Mar,15-Jun
1929,316d Touring,Modern Line,Dizelis,4,12-Nov,15-Jan
1930,316d Touring,Modern Line Steptronic,Dizelis,4,12-Nov,15-Jan
1931,316d Touring,Sport Line,Dizelis,4,12-Nov,15-Jan
1932,316d Touring,Sport Line,Dizelis,4,15-Mar,15-Jun
1933,316d Touring,Sport Line Steptronic,Dizelis,4,12-Nov,15-Jan
1934,316d Touring,Sport Line Steptronic,Dizelis,4,15-Mar,15-Jun
1935,316d Touring,Luxury Line,Dizelis,4,12-Nov,15-Jan
1936,316d Touring,Luxury Line,Dizelis,4,15-Mar,15-Jun
1937,316d Touring,Luxury Line Steptronic,Dizelis,4,12-Nov,15-Jan
1938,316d Touring,Luxury Line Steptronic,Dizelis,4,15-Mar,15-Jun
1939,316d Touring,M Sportpaket,Dizelis,4,12-Nov,15-Jan
1940,316d Touring,M Sportpaket,Dizelis,4,15-Mar,15-Jun
1941,316d Touring,M Sportpaket Steptronic,Dizelis,4,12-Nov,15-Jan
1942,316d Touring,M Sportpaket Steptronic,Dizelis,4,15-Mar,15-Jun
1943,318d Touring,Nav,Dizelis,4,12-Nov,15-Jan
1944,318d Touring,Nav,Dizelis,4,15-Mar,15-Jun
1945,318d Touring,Steptronic,Dizelis,4,12-Nov,15-Jan
1946,318d Touring,Steptronic,Dizelis,4,15-Mar,15-Jun
1947,318d Touring,xDrive,Dizelis,4,13-Jul,15-Jun
1948,318d Touring,Modern Line,Dizelis,4,12-Nov,15-Jan
1949,318d Touring,Modern Line Steptronic,Dizelis,4,12-Nov,15-Jan
1950,318d Touring,Modern Line xDrive,Dizelis,4,13-Jul,15-Jan
1951,318d Touring,Sport Line,Dizelis,4,12-Nov,15-Jan
1952,318d Touring,Sport Line,Dizelis,4,15-Mar,15-Jun
1953,318d Touring,Sport Line Steptronic,Dizelis,4,12-Nov,15-Jan
1954,318d Touring,Sport Line Steptronic,Dizelis,4,15-Mar,15-Jun
1955,318d Touring,Sport Line xDrive,Dizelis,4,13-Jul,15-Jun
1956,318d Touring,Luxury Line,Dizelis,4,12-Nov,15-Jan
1957,318d Touring,Luxury Line,Dizelis,4,15-Mar,15-Jun
1958,318d Touring,Luxury Line Steptronic,Dizelis,4,12-Nov,15-Jan
1959,318d Touring,Luxury Line Steptronic,Dizelis,4,15-Mar,15-Jun
1960,318d Touring,Luxury Line xDrive,Dizelis,4,13-Jul,15-Jun
1961,318d Touring,M Sportpaket,Dizelis,4,12-Nov,15-Jan
1962,318d Touring,M Sportpaket,Dizelis,4,15-Mar,15-Jun
1963,318d Touring,M Sportpaket Steptronic,Dizelis,4,12-Nov,15-Jan
1964,318d Touring,M Sportpaket Steptronic,Dizelis,4,15-Mar,15-Jun
1965,318d Touring,M Sportpaket xDrive,Dizelis,4,13-Jul,15-Jun
1966,318d BluePerformance Touring,Nav,Dizelis,4,14-Mar,15-Jan
1967,318d BluePerformance Touring,Steptronic,Dizelis,4,14-Mar,15-Jan
1968,318d BluePerformance Touring,Modern Line,Dizelis,4,14-Mar,15-Jan
1969,318d BluePerformance Touring,Modern Line Steptronic,Dizelis,4,14-Mar,15-Jan
1970,318d BluePerformance Touring,Sport Line,Dizelis,4,14-Mar,15-Jan
1971,318d BluePerformance Touring,Sport Line Steptronic,Dizelis,4,14-Mar,15-Jan
1972,318d BluePerformance Touring,Luxury Line,Dizelis,4,14-Mar,15-Jan
1973,318d BluePerformance Touring,Luxury Line Steptronic,Dizelis,4,14-Mar,15-Jan
1974,318d BluePerformance Touring,M Sportpaket,Dizelis,4,14-Mar,15-Jan
1975,318d BluePerformance Touring,M Sportpaket Steptronic,Dizelis,4,14-Mar,15-Jan
1976,320d EfficientDynamics Edition Touring,Nav,Dizelis,4,13-Mar,15-Jan
1977,320d EfficientDynamics Edition Touring,Nav,Dizelis,4,15-Mar,15-Jun
1978,320d EfficientDynamics Edition Touring,Steptronic,Dizelis,4,13-Mar,15-Jan
1979,320d EfficientDynamics Edition Touring,Steptronic,Dizelis,4,15-Mar,15-Jun
1980,320d EfficientDynamics Edition Touring,Modern Line,Dizelis,4,13-Mar,15-Jan
1981,320d EfficientDynamics Edition Touring,Modern Line Steptronic,Dizelis,4,13-Mar,15-Jan
1982,320d EfficientDynamics Edition Touring,Sport Line,Dizelis,4,13-Mar,15-Jan
1983,320d EfficientDynamics Edition Touring,Sport Line,Dizelis,4,15-Mar,15-Jun
1984,320d EfficientDynamics Edition Touring,Sport Line Steptronic,Dizelis,4,13-Mar,15-Jan
1985,320d EfficientDynamics Edition Touring,Sport Line Steptronic,Dizelis,4,15-Mar,15-Jun
1986,320d EfficientDynamics Edition Touring,Luxury Line,Dizelis,4,13-Mar,15-Jan
1987,320d EfficientDynamics Edition Touring,Luxury Line,Dizelis,4,15-Mar,15-Jun
1988,320d EfficientDynamics Edition Touring,Luxury Line Steptronic,Dizelis,4,13-Mar,15-Jan
1989,320d EfficientDynamics Edition Touring,Luxury Line Steptronic,Dizelis,4,15-Mar,15-Jun
1990,320d EfficientDynamics Ed. BluePerformance Touring,Nav,Dizelis,4,13-Mar,15-Jan
1991,320d EfficientDynamics Ed. BluePerformance Touring,Steptronic,Dizelis,4,13-Mar,15-Jan
1992,320d EfficientDynamics Ed. BluePerformance Touring,Modern Line,Dizelis,4,13-Mar,15-Jan
1993,320d EfficientDynamics Ed. BluePerformance Touring,Modern Line Steptronic,Dizelis,4,13-Mar,15-Jan
1994,320d EfficientDynamics Ed. BluePerformance Touring,Sport Line,Dizelis,4,13-Mar,15-Jan
1995,320d EfficientDynamics Ed. BluePerformance Touring,Sport Line Steptronic,Dizelis,4,13-Mar,15-Jan
1996,320d EfficientDynamics Ed. BluePerformance Touring,Luxury Line,Dizelis,4,13-Mar,15-Jan
1997,320d EfficientDynamics Ed. BluePerformance Touring,Luxury Line Steptronic,Dizelis,4,13-Mar,15-Jan
1998,320d Touring,Nav,Dizelis,4,12-Sep,15-Jan
1999,320d Touring,Nav,Dizelis,4,15-Mar,15-Jun
2000,320d Touring,Steptronic,Dizelis,4,12-Sep,15-Jan
2001,320d Touring,Steptronic,Dizelis,4,15-Mar,15-Jun
2002,320d Touring,Modern Line,Dizelis,4,12-Sep,15-Jan
2003,320d Touring,Modern Line Steptronic,Dizelis,4,12-Sep,15-Jan
2004,320d Touring,Sport Line,Dizelis,4,12-Sep,15-Jan
2005,320d Touring,Sport Line,Dizelis,4,15-Mar,15-Jun
2006,320d Touring,Sport Line Steptronic,Dizelis,4,12-Sep,15-Jan
2007,320d Touring,Sport Line Steptronic,Dizelis,4,15-Mar,15-Jun
2008,320d Touring,Luxury Line,Dizelis,4,12-Sep,15-Jan
2009,320d Touring,Luxury Line,Dizelis,4,15-Mar,15-Jun
2010,320d Touring,Luxury Line Steptronic,Dizelis,4,12-Sep,15-Jan
2011,320d Touring,Luxury Line Steptronic,Dizelis,4,15-Mar,15-Jun
2012,320d Touring,M Sportpaket,Dizelis,4,12-Sep,15-Jan
2013,320d Touring,M Sportpaket,Dizelis,4,15-Mar,15-Jun
2014,320d Touring,M Sportpaket Steptronic,Dizelis,4,12-Sep,15-Jan
2015,320d Touring,M Sportpaket Steptronic,Dizelis,4,15-Mar,15-Jun
2016,320d BluePerformance Touring,Nav,Dizelis,4,12-Sep,15-Jan
2017,320d BluePerformance Touring,Steptronic,Dizelis,4,12-Sep,15-Jan
2018,320d BluePerformance Touring,Modern Line,Dizelis,4,12-Sep,15-Jan
2019,320d BluePerformance Touring,Modern Line Steptronic,Dizelis,4,12-Sep,15-Jan
2020,320d BluePerformance Touring,Sport Line,Dizelis,4,12-Sep,15-Jan
2021,320d BluePerformance Touring,Sport Line Steptronic,Dizelis,4,12-Sep,15-Jan
2022,320d BluePerformance Touring,Luxury Line,Dizelis,4,12-Sep,15-Jan
2023,320d BluePerformance Touring,Luxury Line Steptronic,Dizelis,4,12-Sep,15-Jan
2024,320d BluePerformance Touring,M Sportpaket,Dizelis,4,12-Sep,15-Jan
2025,320d BluePerformance Touring,M Sportpaket Steptronic,Dizelis,4,12-Sep,15-Jan
2026,320d Touring,xDrive,Dizelis,4,13-Mar,15-Jun
2027,320d Touring,xDrive Steptronic,Dizelis,4,13-Mar,15-Jun
2028,320d Touring,Modern Line xDrive,Dizelis,4,13-Mar,15-Jan
2029,320d Touring,Modern Line xDrive Steptronic,Dizelis,4,13-Mar,15-Jan
2030,320d Touring,Sport Line xDrive,Dizelis,4,13-Mar,15-Jun
2031,320d Touring,Sport Line xDrive Steptronic,Dizelis,4,13-Mar,15-Jun
2032,320d Touring,Luxury Line xDrive,Dizelis,4,13-Mar,15-Jun
2033,320d Touring,Luxury Line xDrive Steptronic,Dizelis,4,13-Mar,15-Jun
2034,320d Touring,M Sportpaket xDrive,Dizelis,4,13-Mar,15-Jun
2035,320d Touring,M Sportpaket xDrive Steptronic,Dizelis,4,13-Mar,15-Jun
2036,325d Touring,Nav,Dizelis,4,13-Mar,15-Jan
2037,325d Touring,Nav,Dizelis,4,15-Mar,15-Jun
2038,325d Touring,Steptronic,Dizelis,4,13-Jul,15-Jan
2039,325d Touring,Steptronic,Dizelis,4,15-Mar,15-Jun
2040,325d Touring,Modern Line,Dizelis,4,13-Mar,15-Jan
2041,325d Touring,Modern Line Steptronic,Dizelis,4,13-Jul,15-Jan
2042,325d Touring,Sport Line,Dizelis,4,13-Mar,15-Jan
2043,325d Touring,Sport Line,Dizelis,4,15-Mar,15-Jun
2044,325d Touring,Sport Line Steptronic,Dizelis,4,13-Jul,15-Jan
2045,325d Touring,Sport Line Steptronic,Dizelis,4,15-Mar,15-Jun
2046,325d Touring,Luxury Line,Dizelis,4,13-Mar,15-Jan
2047,325d Touring,Luxury Line,Dizelis,4,15-Mar,15-Jun
2048,325d Touring,Luxury Line Steptronic,Dizelis,4,13-Jul,15-Jan
2049,325d Touring,Luxury Line Steptronic,Dizelis,4,15-Mar,15-Jun
2050,325d Touring,M Sportpaket,Dizelis,4,13-Mar,15-Jan
2051,325d Touring,M Sportpaket,Dizelis,4,15-Mar,15-Jun
2052,325d Touring,M Sportpaket Steptronic,Dizelis,4,13-Jul,15-Jan
2053,325d Touring,M Sportpaket Steptronic,Dizelis,4,15-Mar,15-Jun
2054,330d Touring,Steptronic,Dizelis,6,12-Sep,15-Jan
2055,330d Touring,Steptronic,Dizelis,6,15-Mar,15-Jun
2056,330d Touring,Modern Line Steptronic,Dizelis,6,12-Sep,15-Jan
2057,330d Touring,Sport Line Steptronic,Dizelis,6,12-Sep,15-Jan
2058,330d Touring,Sport Line Steptronic,Dizelis,6,15-Mar,15-Jun
2059,330d Touring,Luxury Line Steptronic,Dizelis,6,12-Sep,15-Jan
2060,330d Touring,Luxury Line Steptronic,Dizelis,6,15-Mar,15-Jun
2061,330d Touring,M Sportpaket Steptronic,Dizelis,6,12-Sep,15-Jan
2062,330d Touring,M Sportpaket Steptronic,Dizelis,6,15-Mar,15-Jun
2063,330d BluePerformance Touring,Steptronic,Dizelis,6,13-Mar,15-Jan
2064,330d BluePerformance Touring,Modern Line Steptronic,Dizelis,6,13-Mar,15-Jan
2065,330d BluePerformance Touring,Sport Line Steptronic,Dizelis,6,13-Mar,15-Jan
2066,330d BluePerformance Touring,Luxury Line Steptronic,Dizelis,6,13-Mar,15-Jan
2067,330d BluePerformance Touring,M Sportpaket Steptronic,Dizelis,6,13-Mar,15-Jan
2068,330d Touring,xDrive Steptronic,Dizelis,6,13-Mar,15-Jan
2069,330d Touring,xDrive Steptronic,Dizelis,6,15-Mar,15-Jun
2070,330d Touring,Modern Line xDrive Steptronic,Dizelis,6,13-Mar,15-Jan
2071,330d Touring,Sport Line xDrive Steptronic,Dizelis,6,13-Mar,15-Jan
2072,330d Touring,Sport Line xDrive Steptronic,Dizelis,6,15-Mar,15-Jun
2073,330d Touring,Luxury Line xDrive Steptronic,Dizelis,6,13-Mar,15-Jan
2074,330d Touring,Luxury Line xDrive Steptronic,Dizelis,6,15-Mar,15-Jun
2075,330d Touring,M Sportpaket xDrive Steptronic,Dizelis,6,13-Mar,15-Jan
2076,330d Touring,M Sportpaket xDrive Steptronic,Dizelis,6,15-Mar,15-Jun
2077,330d BluePerformance Touring,xDrive Steptronic,Dizelis,6,13-Mar,15-Jan
2078,330d BluePerformance Touring,Modern Line xDrive Steptronic,Dizelis,6,13-Mar,15-Jan
2079,330d BluePerformance Touring,Sport Line xDrive Steptronic,Dizelis,6,13-Mar,15-Jan
2080,330d BluePerformance Touring,Luxury Line xDrive Steptronic,Dizelis,6,13-Mar,15-Jan
2081,330d BluePerformance Touring,M Sportpaket xDrive Steptronic,Dizelis,6,13-Mar,15-Jan
2082,335d Touring,xDrive Steptronic,Dizelis,6,13-Nov,15-Jun
2083,335d BluePerformance Touring,Modern Line xDrive Steptronic,Dizelis,6,13-Nov,15-Jan
2084,335d Touring,Sport Line xDrive Steptronic,Dizelis,6,13-Nov,15-Jun
2085,335d Touring,Luxury Line xDrive Steptronic,Dizelis,6,13-Nov,15-Jun
2086,335d Touring,M Sportpaket xDrive Steptronic,Benzins,6,13-Nov,15-Jun
2087,320i Gran Turismo,Nav,Benzins,4,13-Jun,16-Jun
2088,320i Gran Turismo,Steptronic,Benzins,4,13-Jun,16-Jun
2089,320i Gran Turismo,Advantage,Benzins,4,15-Jul,16-Jun
2090,320i Gran Turismo,Advantage Steptronic,Benzins,4,15-Jul,16-Jun
2091,320i Gran Turismo,Modern Line,Benzins,4,13-Jun,15-Jan
2092,320i Gran Turismo,Modern Line Steptronic,Benzins,4,13-Jun,15-Jan
2093,320i Gran Turismo,Sport Line,Benzins,4,13-Jun,16-Jun
2094,320i Gran Turismo,Sport Line Steptronic,Benzins,4,13-Jun,16-Jun
2095,320i Gran Turismo,Luxury Line,Benzins,4,13-Jun,16-Jun
2096,320i Gran Turismo,Luxury Line Steptronic,Benzins,4,13-Jun,16-Jun
2097,320i Gran Turismo,M Sportpaket,Benzins,4,13-Jun,15-May
2098,320i Gran Turismo,M Sportpaket Steptronic,Benzins,4,13-Jun,15-May
2099,320i Gran Turismo,M Sport,Benzins,4,15-Jul,16-Jun
2100,320i Gran Turismo,M Sport Steptronic,Benzins,4,15-Jul,16-Jun
2101,320i Gran Turismo,xDrive,Benzins,4,13-Jul,16-Jun
2102,320i Gran Turismo,xDrive Steptronic,Benzins,4,13-Jul,16-Jun
2103,320i Gran Turismo,Advantage xDrive,Benzins,4,15-Jul,16-Jun
2104,320i Gran Turismo,Advantage xDrive Steptronic,Benzins,4,15-Jul,16-Jun
2105,320i Gran Turismo,Modern Line xDrive,Benzins,4,13-Jul,15-Jan
2106,320i Gran Turismo,Modern Line xDrive Steptronic,Benzins,4,13-Jul,15-Jan
2107,320i Gran Turismo,Sport Line xDrive,Benzins,4,13-Jul,16-Jun
2108,320i Gran Turismo,Sport Line xDrive Steptronic,Benzins,4,13-Jul,16-Jun
2109,320i Gran Turismo,Luxury Line xDrive,Benzins,4,13-Jul,16-Jun
2110,320i Gran Turismo,Luxury Line xDrive Steptronic,Benzins,4,13-Jul,16-Jun
2111,320i Gran Turismo,M Sportpaket xDrive,Benzins,4,13-Jul,15-May
2112,320i Gran Turismo,M Sportpaket xDrive Steptronic,Benzins,4,13-Jul,15-May
2113,320i Gran Turismo,M Sport xDrive,Benzins,4,15-Jul,16-Jun
2114,320i Gran Turismo,M Sport xDrive Steptronic,Benzins,4,15-Jul,16-Jun
2115,328i Gran Turismo,Nav,Benzins,4,13-Jun,15-May
2116,328i Gran Turismo,Steptronic,Benzins,4,13-Jun,15-May
2117,328i Gran Turismo,xDrive Steptronic,Benzins,4,13-Jul,15-May
2118,328i Gran Turismo,Advantage,Benzins,4,15-Jul,16-Jun
2119,328i Gran Turismo,Advantage Steptronic,Benzins,4,15-Jul,16-Jun
2120,328i Gran Turismo,Advantage xDrive Steptronic,Benzins,4,15-Jul,16-Jun
2121,328i Gran Turismo,Modern Line,Benzins,4,13-Jun,15-Jan
2122,328i Gran Turismo,Modern Line Steptronic,Benzins,4,13-Jun,15-Jan
2123,328i Gran Turismo,Modern Line xDrive Steptronic,Benzins,4,13-Jul,15-Jan
2124,328i Gran Turismo,Sport Line,Benzins,4,13-Jun,16-Jun
2125,328i Gran Turismo,Sport Line Steptronic,Benzins,4,13-Jun,16-Jun
2126,328i Gran Turismo,Sport Line xDrive Steptronic,Benzins,4,13-Jul,16-Jun
2127,328i Gran Turismo,Luxury Line,Benzins,4,13-Jun,16-Jun
2128,328i Gran Turismo,Luxury Line Steptronic,Benzins,4,13-Jun,16-Jun
2129,328i Gran Turismo,Luxury Line xDrive Steptronic,Benzins,4,13-Jul,16-Jun
2130,328i Gran Turismo,M Sportpaket,Benzins,4,13-Jul,15-May
2131,328i Gran Turismo,M Sportpaket Steptronic,Benzins,4,13-Jul,15-May
2132,328i Gran Turismo,M Sportpaket xDrive Steptronic,Benzins,4,13-Jul,15-May
2133,328i Gran Turismo,M Sport,Benzins,4,15-Jul,16-Jun
2134,328i Gran Turismo,M Sport Steptronic,Benzins,4,15-Jul,16-Jun
2135,328i Gran Turismo,M Sport xDrive Steptronic,Benzins,4,15-Jul,16-Jun
2136,335i Gran Turismo,Nav,Benzins,6,13-Jun,15-May
2137,335i Gran Turismo,Steptronic,Benzins,6,13-Jun,15-May
2138,335i Gran Turismo,xDrive Steptronic,Benzins,6,13-Jul,15-May
2139,335i Gran Turismo,Advantage,Benzins,6,15-Jul,16-Jun
2140,335i Gran Turismo,Advantage Steptronic,Benzins,6,15-Jul,16-Jun
2141,335i Gran Turismo,Advantage xDrive Steptronic,Benzins,6,15-Jul,16-Jun
2142,335i Gran Turismo,Modern Line,Benzins,6,13-Jun,15-Jan
2143,335i Gran Turismo,Modern Line Steptronic,Benzins,6,13-Jun,15-Jan
2144,335i Gran Turismo,Modern Line xDrive Steptronic,Benzins,6,13-Jul,15-Jan
2145,335i Gran Turismo,Sport Line,Benzins,6,13-Jun,16-Jun
2146,335i Gran Turismo,Sport Line Steptronic,Benzins,6,13-Jun,16-Jun
